****************************************************
****************************************************
 mstm calculation results
 date, time:
20220919 082317.457 
 input file:
linear_chain_20.inp
****************************************************
 input variables for run     1
 sphere data input file:
linear_chain_20_config.pos
 number spheres
   20
 length, ref index scale factors
  1.2670000E+00  1.0400000E+00  1.8330000E+00
 volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
  3.4391627E+00  1.2670000E+00  2.3323191E+01  3.4391627E+00
 random orientation, estimated t matrix order:
    32
 layer 0 refractive index
  1.0000E+00  0.0000E+00
 number of plane boundaries 
  0
 max_iterations,solution_epsilon, mie_epsilon
     10000  1.0000E-06  1.0000E-06
 maximum Mie order, number of equations:
   5      1400
 mean sphere Mie extinction, absorption efficiencies
  3.4770E+00  1.6863E+00
****************************************************
 calculation results for run 
           1
 number iterations, error, solution time 
     0  0.0000E+00  1.3246E+03
 t matrix order:
    31
 total extinction, absorption, scattering efficiencies (unpolarized incidence)
  6.6930E+00  3.2790E+00  3.4140E+00
 total scattering
 number directions, number SM elements:
   181     6
   theta     11          12          22          33          34          44     
  149.00  9.7183E-02 -3.2177E-02  7.9596E-01 -7.9523E-01  4.3227E-02 -6.4062E-01
  150.00  9.7462E-02 -2.9902E-02  7.9685E-01 -7.9626E-01  4.0205E-02 -6.4050E-01
  151.00  9.7733E-02 -2.7757E-02  7.9774E-01 -7.9727E-01  3.7301E-02 -6.4035E-01
  152.00  9.7995E-02 -2.5733E-02  7.9865E-01 -7.9826E-01  3.4511E-02 -6.4018E-01
  153.00  9.8249E-02 -2.3818E-02  7.9957E-01 -7.9924E-01  3.1832E-02 -6.4002E-01
  154.00  9.8496E-02 -2.2002E-02  8.0050E-01 -8.0021E-01  2.9260E-02 -6.3985E-01
  155.00  9.8737E-02 -2.0278E-02  8.0143E-01 -8.0118E-01  2.6793E-02 -6.3970E-01
  156.00  9.8973E-02 -1.8638E-02  8.0238E-01 -8.0215E-01  2.4429E-02 -6.3955E-01
  157.00  9.9204E-02 -1.7075E-02  8.0332E-01 -8.0311E-01  2.2167E-02 -6.3942E-01
  158.00  9.9431E-02 -1.5587E-02  8.0427E-01 -8.0407E-01  2.0009E-02 -6.3931E-01
  159.00  9.9655E-02 -1.4170E-02  8.0522E-01 -8.0503E-01  1.7955E-02 -6.3921E-01
  160.00  9.9875E-02 -1.2824E-02  8.0615E-01 -8.0599E-01  1.6010E-02 -6.3912E-01
  161.00  1.0009E-01 -1.1547E-02  8.0708E-01 -8.0693E-01  1.4178E-02 -6.3905E-01
  162.00  1.0031E-01 -1.0340E-02  8.0800E-01 -8.0787E-01  1.2462E-02 -6.3897E-01
  163.00  1.0052E-01 -9.2042E-03  8.0890E-01 -8.0879E-01  1.0867E-02 -6.3890E-01
  164.00  1.0073E-01 -8.1388E-03  8.0978E-01 -8.0969E-01  9.3970E-03 -6.3883E-01
  165.00  1.0093E-01 -7.1440E-03  8.1064E-01 -8.1056E-01  8.0528E-03 -6.3874E-01
  166.00  1.0112E-01 -6.2191E-03  8.1147E-01 -8.1141E-01  6.8347E-03 -6.3865E-01
  167.00  1.0131E-01 -5.3629E-03  8.1227E-01 -8.1223E-01  5.7406E-03 -6.3854E-01
  168.00  1.0149E-01 -4.5736E-03  8.1305E-01 -8.1302E-01  4.7665E-03 -6.3841E-01
  169.00  1.0166E-01 -3.8494E-03  8.1379E-01 -8.1377E-01  3.9063E-03 -6.3827E-01
  170.00  1.0181E-01 -3.1886E-03  8.1449E-01 -8.1448E-01  3.1532E-03 -6.3812E-01
  171.00  1.0195E-01 -2.5898E-03  8.1515E-01 -8.1515E-01  2.4992E-03 -6.3795E-01
  172.00  1.0208E-01 -2.0524E-03  8.1577E-01 -8.1576E-01  1.9365E-03 -6.3777E-01
  173.00  1.0219E-01 -1.5760E-03  8.1634E-01 -8.1633E-01  1.4573E-03 -6.3759E-01
  174.00  1.0229E-01 -1.1611E-03  8.1685E-01 -8.1684E-01  1.0551E-03 -6.3741E-01
  175.00  1.0237E-01 -8.0823E-04  8.1729E-01 -8.1729E-01  7.2376E-04 -6.3723E-01
  176.00  1.0244E-01 -5.1827E-04  8.1767E-01 -8.1767E-01  4.5867E-04 -6.3707E-01
  177.00  1.0249E-01 -2.9195E-04  8.1798E-01 -8.1798E-01  2.5607E-04 -6.3694E-01
  178.00  1.0252E-01 -1.2988E-04  8.1820E-01 -8.1820E-01  1.1321E-04 -6.3684E-01
  179.00  1.0255E-01 -3.2489E-05  8.1833E-01 -8.1833E-01  2.8213E-05 -6.3678E-01
  180.00  1.0255E-01 -8.0536E-16  8.1838E-01 -8.1838E-01  6.9849E-16 -6.3675E-01
 random orientation scattering matrix expansion coefficients
    n       11          12          13          14          22          23          24          33          34          44
    0  1.0000E+00  0.0000E+00  0.0000E+00 -7.1617E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.8523E-01
    1  1.7327E+00  0.0000E+00  0.0000E+00 -2.1748E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.9892E+00
    2  2.3700E+00 -4.1082E-01  1.5677E-03 -1.7407E-03  4.1629E-01 -4.3979E-06 -4.9584E-04  3.2051E+00  1.8044E-01  2.3427E+00
