****************************************************
****************************************************
 mstm calculation results
 date, time:
20221117 112918.123 
 input file:
linear_chain_10_rand.inp
****************************************************
 input variables for run     1
 sphere data input file:
linear_chain_10_z_config.pos
 number spheres
   10
 length, ref index scale factors
  1.2670000E+00  1.0400000E+00  1.8330000E+00
 volume cluster radius, area mean sphere radius, circumscribing radius, cross section radius
  2.7296659E+00  1.2670000E+00  1.2157411E+01  2.7296659E+00
 random orientation, estimated t matrix order:
    20
 layer 0 refractive index
  1.0000E+00  0.0000E+00
 number of plane boundaries 
  0
 max_iterations,solution_epsilon, mie_epsilon
     10000  1.0000E-06  1.0000E-06
 maximum Mie order, number of equations:
   5       700
 mean sphere Mie extinction, absorption efficiencies
  3.4770E+00  1.6863E+00
****************************************************
 calculation results for run 
           1
 number iterations, error, solution time 
     0  0.0000E+00  6.1131E+00
 t matrix order:
    18
 total extinction, absorption, scattering efficiencies (unpolarized incidence)
  5.6342E+00  2.7355E+00  2.8988E+00
 total scattering
 number directions, number SM elements:
   181     6
   theta     11          12          22          33          34          44     
  168.00  1.1315E-01 -6.1511E-03  8.5920E-01 -8.5909E-01  7.5968E-03 -7.2669E-01
  169.00  1.1334E-01 -5.1662E-03  8.5972E-01 -8.5964E-01  6.3185E-03 -7.2655E-01
  170.00  1.1351E-01 -4.2677E-03  8.6021E-01 -8.6016E-01  5.1702E-03 -7.2641E-01
  171.00  1.1367E-01 -3.4555E-03  8.6066E-01 -8.6062E-01  4.1481E-03 -7.2626E-01
  172.00  1.1382E-01 -2.7294E-03  8.6107E-01 -8.6105E-01  3.2481E-03 -7.2612E-01
  173.00  1.1395E-01 -2.0891E-03  8.6145E-01 -8.6143E-01  2.4661E-03 -7.2598E-01
  174.00  1.1407E-01 -1.5344E-03  8.6177E-01 -8.6177E-01  1.7981E-03 -7.2585E-01
  175.00  1.1417E-01 -1.0653E-03  8.6206E-01 -8.6205E-01  1.2404E-03 -7.2573E-01
  176.00  1.1426E-01 -6.8169E-04  8.6229E-01 -8.6229E-01  7.8938E-04 -7.2563E-01
  177.00  1.1432E-01 -3.8340E-04  8.6248E-01 -8.6248E-01  4.4203E-04 -7.2555E-01
  178.00  1.1437E-01 -1.7038E-04  8.6261E-01 -8.6261E-01  1.9581E-04 -7.2549E-01
  179.00  1.1440E-01 -4.2593E-05  8.6269E-01 -8.6269E-01  4.8855E-05 -7.2545E-01
  180.00  1.1441E-01 -1.0556E-15  8.6272E-01 -8.6272E-01  1.2100E-15 -7.2544E-01
 random orientation scattering matrix expansion coefficients
    n       11          12          13          14          22          23          24          33          34          44
    0  1.0000E+00  0.0000E+00  0.0000E+00  3.0314E-05  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  5.4014E-01
    1  1.6433E+00  0.0000E+00  0.0000E+00 -8.2172E-05  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.9815E+00
    2  2.2912E+00 -4.3616E-01 -2.3361E-03  1.8193E-04  4.8711E-01 -9.5108E-06  1.5521E-03  3.1302E+00  2.3939E-01  2.2518E+00
    3  2.2682E+00 -3.5890E-01  2.8811E-03  1.2056E-03  1.1436E-01 -5.7739E-06  6.0284E-04  2.7908E+00  7.0668E-02  2.2063E+00
    4  2.0023E+00 -3.0624E-01 -7.4280E-04  1.2432E-03  4.6112E-02 -1.8081E-06 -9.3238E-04  2.3704E+00  1.2258E-02  1.9868E+00
    5  1.7508E+00 -2.3381E-01 -4.2645E-05  1.2475E-03  6.1560E-02  9.1933E-06  1.6241E-03  1.9622E+00 -8.1501E-02  1.7095E+00
    6  1.5510E+00 -1.1765E-01 -1.7735E-03  4.8222E-04  3.9705E-02 -1.1346E-06 -5.2200E-04  1.6584E+00 -1.5531E-01  1.4934E+00
    7  1.3649E+00 -5.6869E-02  4.5494E-04  1.1268E-03 -4.5658E-04 -7.3973E-06 -1.8779E-04  1.4463E+00 -1.6109E-01  1.3355E+00
    8  1.2030E+00 -4.6030E-02  1.0126E-03  1.2635E-03 -8.2729E-04 -2.9060E-06  4.4608E-04  1.2656E+00 -1.5165E-01  1.1823E+00
    9  1.0647E+00 -2.8067E-02 -3.8422E-04  1.4769E-03  5.6476E-03  7.1266E-07  9.0784E-05  1.1073E+00 -1.4856E-01  1.0452E+00
   10  9.4613E-01 -8.9021E-03 -5.4280E-04  7.5940E-04  2.0153E-03  4.4789E-07 -9.7478E-04  9.7675E-01 -1.3838E-01  9.2914E-01
   11  8.2959E-01 -4.5307E-03 -2.4266E-04 -8.1421E-05 -4.3883E-03  9.7871E-08 -3.6475E-04  8.5771E-01 -1.1573E-01  8.2037E-01
   12  7.1722E-01 -6.4434E-03  2.4806E-04 -2.8356E-04 -1.4487E-03 -2.8804E-07  3.0852E-04  7.4102E-01 -9.5856E-02  7.0985E-01
   13  6.1275E-01 -3.9992E-03  2.2844E-04 -4.1876E-05  2.4328E-03  8.7502E-07  3.7150E-04  6.3063E-01 -8.1949E-02  6.0409E-01
   14  5.1314E-01 -2.0756E-03 -1.7290E-04 -2.1093E-04  2.4105E-04  8.5801E-07  1.2985E-04  5.2864E-01 -6.6762E-02  5.0779E-01
   15  4.2011E-01 -4.2948E-03 -3.7645E-04 -7.6810E-04 -1.8764E-03 -7.4853E-08  9.7940E-05  4.3322E-01 -5.1322E-02  4.1603E-01
   16  3.3604E-01 -5.9403E-03 -2.2826E-04 -1.1707E-03 -8.0979E-04 -2.7002E-07  2.2047E-04  3.4498E-01 -3.9675E-02  3.2895E-01
   17  2.5785E-01 -6.4647E-03  6.5211E-05 -1.0906E-03 -8.7424E-04  5.1026E-08  2.8659E-04  2.6499E-01 -2.8522E-02  2.5155E-01
   18  1.8468E-01 -9.1291E-03  2.1116E-04 -7.2758E-04 -2.5254E-03  1.4839E-07  2.2767E-04  1.9272E-01 -1.5228E-02  1.8385E-01
   19  1.2092E-01 -1.3052E-02  1.9018E-04 -3.7932E-04 -3.0958E-03  7.7140E-08  1.3863E-04  1.2909E-01 -3.2246E-03  1.2411E-01
   20  7.1619E-02 -1.4473E-02  1.1652E-04 -1.5672E-04 -1.8717E-03 -2.6136E-09  6.3917E-05  7.7717E-02  3.3999E-03  7.4714E-02
